gene_id,Pheno,GeneEff,colors,scoreType,score,timeOrder
SEC14L6,Affected,missense,greenyellow,MPC,0.021441521,2
RTCB,Unaffected,missense,yellow,MPC,1.0433136,4
MCM5,Unaffected,missense,black,MPC,0.6512688,3
MYH9,Affected,missense,yellow,MPC,1.4557256,4
MYH9,Affected,missense,yellow,MPC,1.5425103,4
MYH9,Affected,missense,yellow,MPC,0.53674114,4
MYH9,Affected,missense,yellow,MPC,1.270167,4
MYH9,Affected,missense,yellow,MPC,2.5513663,4
MYH9,Unaffected,missense,yellow,MPC,0.71915895,4
EIF3D,Affected,missense,tan,MPC,2.191181,6
EIF3D,Affected,missense,tan,MPC,2.3017218,6
GTPBP1,Affected,missense,greenyellow,MPC,2.4593296,2
GTPBP1,Unaffected,missense,greenyellow,MPC,0.020188924,2
SUN2,Unaffected,missense,blue,MPC,0.8940723,5
SUN2,Affected,missense,blue,MPC,0.93527627,5
RANGAP1,Affected,missense,black,MPC,0.34746763,3
RANGAP1,Affected,missense,black,MPC,0.20367195,3
ACO2,Affected,missense,yellow,MPC,0.75312173,4
ACO2,Affected,missense,yellow,MPC,1.6796731,4
ACO2,Affected,missense,yellow,MPC,1.1109842,4
ACO2,Unaffected,missense,yellow,MPC,0.77645785,4
CYB5R3,Affected,missense,black,MPC,0.25890097,3
TTLL12,Affected,missense,tan,MPC,0.14905685,6
TTLL12,Affected,missense,tan,MPC,0.37506378,6
ATXN10,Affected,missense,greenyellow,MPC,0.094335936,2
PLXNB2,Affected,missense,tan,MPC,0.39104068,6
PLXNB2,Unaffected,missense,tan,MPC,1.1245828,6
SLC25A6,Unaffected,missense,black,MPC,1.4039088,3
RBBP7,Affected,missense,black,MPC,1.5528599,3
PRDX4,Affected,missense,black,MPC,1.7242078,3
DDX3X,Affected,missense,black,MPC,1.9109744,3
DDX3X,Affected,missense,black,MPC,1.5725648,3
DDX3X,Affected,missense,black,MPC,3.079873,3
DDX3X,Affected,missense,black,MPC,3.6634495,3
DDX3X,Affected,missense,black,MPC,2.3758967,3
RBM10,Affected,missense,greenyellow,MPC,2.340083,2
UBA1,Affected,missense,yellow,MPC,1.4328588,4
SMC1A,Affected,missense,black,MPC,2.9596808,3
SMC1A,Affected,missense,black,MPC,3.2852538,3
HUWE1,Affected,missense,tan,MPC,0.81570566,6
HUWE1,Affected,missense,tan,MPC,2.0991783,6
HUWE1,Unaffected,missense,tan,MPC,1.1271017,6
HUWE1,Affected,missense,tan,MPC,2.3091278,6
HUWE1,Affected,missense,tan,MPC,2.3091278,6
HUWE1,Affected,missense,tan,MPC,0.82744217,6
HUWE1,Affected,missense,tan,MPC,2.1011567,6
NONO,Affected,missense,greenyellow,MPC,1.9928945,2
OGT,Unaffected,missense,greenyellow,MPC,2.757354,2
POF1B,Affected,missense,greenyellow,MPC,0.13579826,2
HNRNPH2,Affected,missense,blue,MPC,2.1613262,5
DCX,Unaffected,missense,blue,MPC,0.11764101,5
PGRMC1,Unaffected,missense,yellow,MPC,0.8700085,4
THOC2,Affected,missense,greenyellow,MPC,2.503749,2
STAG2,Unaffected,missense,tan,MPC,2.5965028,6
AIFM1,Unaffected,missense,tan,MPC,0.9238334,6
FHL1,Unaffected,missense,greenyellow,MPC,1.4436324,2
ARHGEF6,Affected,missense,tan,MPC,0.96168983,6
HCFC1,Unaffected,missense,yellow,MPC,2.0779889,4
FLNA,Affected,missense,black,MPC,1.2103863,3
EMD,Affected,missense,tan,MPC,0.9095688,6
GDI1,Affected,missense,yellow,MPC,2.2903333,4
GDI1,Affected,missense,yellow,MPC,3.0102372,4
G6PD,Affected,missense,greenyellow,MPC,1.5930012,2
G6PD,Affected,missense,greenyellow,MPC,2.578278,2
ATAD3A,Affected,synonymous,tan,ExACpLI,0.040130597,6
ATAD3A,Unaffected,missense,tan,ExACpLI,0.040130597,6
ATAD3A,Affected,missense,tan,ExACpLI,0.040130597,6
GNB1,Affected,missense,yellow,ExACpLI,0.9951878,4
GNB1,Affected,missense,yellow,ExACpLI,0.9951878,4
GNB1,Affected,missense,yellow,ExACpLI,0.9951878,4
LRRC47,Affected,synonymous,greenyellow,ExACpLI,0.6038322,2
LRRC47,Affected,synonymous,greenyellow,ExACpLI,0.6038322,2
LRRC47,Affected,missense,greenyellow,ExACpLI,0.6038322,2
LRRC47,Affected,synonymous,greenyellow,ExACpLI,0.6038322,2
ACOT7,Affected,missense,blue,ExACpLI,0.3815179,5
ACOT7,Affected,missense,blue,ExACpLI,0.3815179,5
ENO1,Affected,missense,magenta,ExACpLI,0.010373413,1
ENO1,Affected,splice_region,magenta,ExACpLI,0.010373413,1
PIK3CD-AS1,Affected,missense,tan,ExACpLI,0.054923005,6
PIK3CD-AS1,Affected,synonymous,tan,ExACpLI,0.054923005,6
PIK3CD-AS1,Affected,missense,tan,ExACpLI,0.054923005,6
PGD,Affected,splice_region,yellow,ExACpLI,0.9686605,4
PGD,Unaffected,missense,yellow,ExACpLI,0.9686605,4
PGD,Affected,synonymous,yellow,ExACpLI,0.9686605,4
SRM,Unaffected,missense,blue,ExACpLI,0.8698485,5
CROCC,Affected,missense,black,ExACpLI,4.71E-20,3
CROCC,Affected,synonymous,black,ExACpLI,4.71E-20,3
CROCC,Affected,missense,black,ExACpLI,4.71E-20,3
CROCC,Unaffected,missense,black,ExACpLI,4.71E-20,3
CROCC,Affected,synonymous,black,ExACpLI,4.71E-20,3
CROCC,Affected,missense,black,ExACpLI,4.71E-20,3
CROCC,Affected,synonymous,black,ExACpLI,4.71E-20,3
CROCC,Unaffected,synonymous,black,ExACpLI,4.71E-20,3
RCC2,Affected,frameshift,black,ExACpLI,0.7876331,3
RCC2,Affected,missense,black,ExACpLI,0.7876331,3
ALDH4A1,Unaffected,synonymous,tan,ExACpLI,0.000434044,6
ALDH4A1,Affected,missense,tan,ExACpLI,0.000434044,6
AKR7A2,Unaffected,synonymous,tan,ExACpLI,3.56E-06,6
AKR7A2,Affected,missense,tan,ExACpLI,3.56E-06,6
CAPZB,Affected,inframe_deletion,yellow,ExACpLI,0.59216034,4
CAPZB,Affected,missense,yellow,ExACpLI,0.59216034,4
CAPZB,Unaffected,missense,yellow,ExACpLI,0.59216034,4
HP1BP3,Unaffected,frameshift,blue,ExACpLI,0.9916435,5
HP1BP3,Unaffected,synonymous,blue,ExACpLI,0.9916435,5
CDC42,Affected,missense,yellow,ExACpLI,0.6565745,4
CDC42,Affected,synonymous,yellow,ExACpLI,0.6565745,4
KDM1A,Affected,splice_region,greenyellow,ExACpLI,0.99102795,2
KDM1A,Affected,stop_gained,greenyellow,ExACpLI,0.99102795,2
KDM1A,Affected,missense,greenyellow,ExACpLI,0.99102795,2
HNRNPR,Affected,missense,greenyellow,ExACpLI,0.99907905,2
HNRNPR,Affected,missense,greenyellow,ExACpLI,0.99907905,2
HNRNPR,Affected,missense,greenyellow,ExACpLI,0.99907905,2
HNRNPR,Affected,missense,greenyellow,ExACpLI,0.99907905,2
RPL11,Affected,splice_donor,black,ExACpLI,0.7258433,3
PITHD1,Affected,missense,greenyellow,ExACpLI,0.102416724,2
PITHD1,Affected,missense,greenyellow,ExACpLI,0.102416724,2
PITHD1,Unaffected,missense,greenyellow,ExACpLI,0.102416724,2
SH3BGRL3,Affected,missense,blue,ExACpLI,0.79510385,5
ARID1A,Affected,missense,greenyellow,ExACpLI,1,2
ARID1A,Affected,missense,greenyellow,ExACpLI,1,2
ARID1A,Affected,synonymous,greenyellow,ExACpLI,1,2
ARID1A,Affected,missense,greenyellow,ExACpLI,1,2
ARID1A,Affected,synonymous,greenyellow,ExACpLI,1,2
ARID1A,Affected,missense,greenyellow,ExACpLI,1,2
SFN,Unaffected,synonymous,greenyellow,ExACpLI,0.49089006,2
GPN2,Affected,missense,greenyellow,ExACpLI,0.036923453,2
GPN2,Affected,synonymous,greenyellow,ExACpLI,0.036923453,2
GPN2,Affected,missense,greenyellow,ExACpLI,0.036923453,2
NUDC,Affected,missense,black,ExACpLI,0.8227751,3
NUDC,Unaffected,inframe_deletion,black,ExACpLI,0.8227751,3
RCC1,Unaffected,missense,black,ExACpLI,0.19394393,3
SRSF4,Unaffected,missense,greenyellow,ExACpLI,0.9347627,2
PUM1,Affected,missense,greenyellow,ExACpLI,0.99999887,2
PUM1,Affected,missense,greenyellow,ExACpLI,0.99999887,2
PUM1,Affected,missense,greenyellow,ExACpLI,0.99999887,2
PUM1,Unaffected,missense,greenyellow,ExACpLI,0.99999887,2
PUM1,Affected,missense,greenyellow,ExACpLI,0.99999887,2
SNRNP40,Affected,synonymous,yellow,ExACpLI,0.8253632,4
KPNA6,Affected,missense,greenyellow,ExACpLI,0.9888276,2
KPNA6,Affected,synonymous,greenyellow,ExACpLI,0.9888276,2
HDAC1,Affected,missense,tan,ExACpLI,0.937917,6
SFPQ,Affected,missense,blue,ExACpLI,0.9995273,5
SFPQ,Affected,missense,blue,ExACpLI,0.9995273,5
ZMYM4,Affected,missense,greenyellow,ExACpLI,0.99999994,2
ZMYM4,Affected,missense,greenyellow,ExACpLI,0.99999994,2
ZMYM4,Affected,stop_lost,greenyellow,ExACpLI,0.99999994,2
NCDN,Unaffected,missense,blue,ExACpLI,0.9967351,5
NCDN,Affected,missense,blue,ExACpLI,0.9967351,5
NCDN,Affected,synonymous,blue,ExACpLI,0.9967351,5
NCDN,Affected,missense,blue,ExACpLI,0.9967351,5
NCDN,Unaffected,missense,blue,ExACpLI,0.9967351,5
NCDN,Unaffected,synonymous,blue,ExACpLI,0.9967351,5
AGO1,Affected,missense,tan,ExACpLI,0.99999946,6
AGO1,Affected,inframe_deletion,tan,ExACpLI,0.99999946,6
AGO1,Affected,missense,tan,ExACpLI,0.99999946,6
AGO1,Affected,missense,tan,ExACpLI,0.99999946,6
AGO1,Affected,missense,tan,ExACpLI,0.99999946,6
AGO1,Unaffected,stop_gained,tan,ExACpLI,0.99999946,6
AGO1,Affected,missense,tan,ExACpLI,0.99999946,6
THRAP3,Affected,synonymous,tan,ExACpLI,0.9999969,6
THRAP3,Affected,missense,tan,ExACpLI,0.9999969,6
THRAP3,Affected,missense,tan,ExACpLI,0.9999969,6
THRAP3,Affected,missense,tan,ExACpLI,0.9999969,6
MACF1,Affected,synonymous,blue,ExACpLI,1,5
MACF1,Unaffected,missense,blue,ExACpLI,1,5
MACF1,Unaffected,missense,blue,ExACpLI,1,5
MACF1,Affected,synonymous,blue,ExACpLI,1,5
MACF1,Affected,frameshift,blue,ExACpLI,1,5
MACF1,Affected,synonymous,blue,ExACpLI,1,5
MACF1,Affected,missense,blue,ExACpLI,1,5
MACF1,Affected,missense,blue,ExACpLI,1,5
MACF1,Affected,missense,blue,ExACpLI,1,5
MACF1,Affected,missense,blue,ExACpLI,1,5
MACF1,Unaffected,synonymous,blue,ExACpLI,1,5
PABPC4,Affected,synonymous,tan,ExACpLI,0.9924931,6
PABPC4,Affected,synonymous,tan,ExACpLI,0.9924931,6
CAP1,Affected,missense,black,ExACpLI,0.5859409,3
CTPS1,Affected,frameshift,tan,ExACpLI,0.9321924,6
YBX1,Affected,missense,black,ExACpLI,0.99064076,3
YBX1,Affected,frameshift,black,ExACpLI,0.99064076,3
PRDX1,Unaffected,synonymous,magenta,ExACpLI,1.44E-07,1
AKR1A1,Unaffected,missense,yellow,ExACpLI,0.000107486,4
NASP,Affected,missense,magenta,ExACpLI,0.4702163,1
ELAVL4,Affected,missense,greenyellow,ExACpLI,0.97691274,2
ELAVL4,Unaffected,missense,greenyellow,ExACpLI,0.97691274,2
ELAVL4,Affected,missense,greenyellow,ExACpLI,0.97691274,2
OSBPL9,Affected,missense,greenyellow,ExACpLI,0.9985153,2
TXNDC12,Affected,synonymous,tan,ExACpLI,0.34486917,6
NFIA,Affected,stop_gained,blue,ExACpLI,0.9995552,5
NFIA,Affected,missense,blue,ExACpLI,0.9995552,5
NFIA,Affected,inframe_insertion,blue,ExACpLI,0.9995552,5
NFIA,Affected,missense,blue,ExACpLI,0.9995552,5
PGM1,Affected,synonymous,black,ExACpLI,9.96E-06,3
PGM1,Unaffected,missense,black,ExACpLI,9.96E-06,3
SERBP1,Unaffected,splice_acceptor,tan,ExACpLI,0.9998631,6
SERBP1,Affected,missense,tan,ExACpLI,0.9998631,6
SERBP1,Affected,missense,tan,ExACpLI,0.9998631,6
LRRC40,Affected,missense,greenyellow,ExACpLI,2.65E-19,2
SRSF11,Affected,missense,greenyellow,ExACpLI,0.99978775,2
SRSF11,Affected,frameshift,greenyellow,ExACpLI,0.99978775,2
SRSF11,Affected,missense,greenyellow,ExACpLI,0.99978775,2
CRYZ,Affected,missense,black,ExACpLI,1.14E-14,3
ACADM,Affected,splice_region,black,ExACpLI,8.44E-10,3
ACADM,Affected,missense,black,ExACpLI,8.44E-10,3
FUBP1,Affected,missense,greenyellow,ExACpLI,0.9999728,2
DDAH1,Affected,missense,black,ExACpLI,0.16827688,3
DDAH1,Affected,missense,black,ExACpLI,0.16827688,3
DDAH1,Affected,missense,black,ExACpLI,0.16827688,3
ZNF326,Affected,frameshift,greenyellow,ExACpLI,0.97791773,2
RPL5,Affected,missense,black,ExACpLI,0.99476224,3
TMED5,Unaffected,stop_lost,tan,ExACpLI,0.002437131,6
DR1,Affected,missense,greenyellow,ExACpLI,0.8354917,2
FNBP1L,Affected,missense,greenyellow,ExACpLI,0.9655045,2
ABCD3,Affected,missense,greenyellow,ExACpLI,0.9996956,2
PTBP2,Affected,missense,blue,ExACpLI,0.9926934,5
AGL,Affected,synonymous,greenyellow,ExACpLI,2.31E-15,2
AGL,Affected,synonymous,greenyellow,ExACpLI,2.31E-15,2
SLC25A24,Affected,synonymous,tan,ExACpLI,4.90E-09,6
SLC25A24,Affected,splice_region,tan,ExACpLI,4.90E-09,6
GSTM1,Affected,frameshift,greenyellow,ExACpLI,0.34571373,2
GSTM2,Unaffected,stop_gained,black,ExACpLI,0.008902004,3
AHCYL1,Affected,missense,tan,ExACpLI,0.99979526,6
WDR77,Affected,synonymous,tan,ExACpLI,0.015726572,6
CAPZA1,Affected,splice_region,tan,ExACpLI,0.9830275,6
TRIM33,Affected,missense,greenyellow,ExACpLI,0.99999833,2
TRIM33,Affected,synonymous,greenyellow,ExACpLI,0.99999833,2
CSDE1,Affected,stop_gained,blue,ExACpLI,0.99995154,5
CSDE1,Affected,frameshift,blue,ExACpLI,0.99995154,5
CSDE1,Affected,missense,blue,ExACpLI,0.99995154,5
CSDE1,Affected,synonymous,blue,ExACpLI,0.99995154,5
CSDE1,Affected,stop_gained,blue,ExACpLI,0.99995154,5
CSDE1,Unaffected,missense,blue,ExACpLI,0.99995154,5
RBM8A,Affected,missense,black,ExACpLI,0.96218604,3
SF3B4,Unaffected,synonymous,blue,ExACpLI,0.91800725,5
SF3B4,Unaffected,synonymous,blue,ExACpLI,0.91800725,5
SF3B4,Unaffected,splice_donor,blue,ExACpLI,0.91800725,5
ECM1,Affected,missense,greenyellow,ExACpLI,7.33E-08,2
ECM1,Affected,missense,greenyellow,ExACpLI,7.33E-08,2
ECM1,Unaffected,missense,greenyellow,ExACpLI,7.33E-08,2
SELENBP1,Unaffected,missense,tan,ExACpLI,1.22E-06,6
PSMB4,Affected,missense,yellow,ExACpLI,0.39881328,4
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,synonymous,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,stop_gained,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,stop_gained,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,synonymous,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,stop_gained,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,stop_gained,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,missense,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,missense,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,missense,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
POGZ,Unaffected,missense,greenyellow,ExACpLI,0.9999991,2
POGZ,Unaffected,missense,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,missense,greenyellow,ExACpLI,0.9999991,2
POGZ,Affected,frameshift,greenyellow,ExACpLI,0.9999991,2
SNX27,Affected,synonymous,tan,ExACpLI,0.99988484,6
HRNR,Unaffected,missense,greenyellow,ExACpLI,5.01E-29,2
HRNR,Affected,synonymous,greenyellow,ExACpLI,5.01E-29,2
HRNR,Affected,synonymous,greenyellow,ExACpLI,5.01E-29,2
HRNR,Affected,synonymous,greenyellow,ExACpLI,5.01E-29,2
HRNR,Affected,synonymous,greenyellow,ExACpLI,5.01E-29,2
FLG2,Affected,missense,black,ExACpLI,4.65E-41,3
FLG2,Unaffected,missense,black,ExACpLI,4.65E-41,3
FLG2,Affected,missense,black,ExACpLI,4.65E-41,3
FLG2,Affected,synonymous,black,ExACpLI,4.65E-41,3
FLG2,Affected,missense,black,ExACpLI,4.65E-41,3
FLG2,Affected,missense,black,ExACpLI,4.65E-41,3
FLG2,Unaffected,missense,black,ExACpLI,4.65E-41,3
FLG2,Affected,synonymous,black,ExACpLI,4.65E-41,3
KPRP,Affected,missense,greenyellow,ExACpLI,7.83E-14,2
KPRP,Affected,synonymous,greenyellow,ExACpLI,7.83E-14,2
ILF2,Affected,synonymous,greenyellow,ExACpLI,0.997052,2
ILF2,Affected,stop_gained,greenyellow,ExACpLI,0.997052,2
ILF2,Affected,stop_gained,greenyellow,ExACpLI,0.997052,2
TPM3,Unaffected,missense,yellow,ExACpLI,0.19198398,4
TPM3,Affected,splice_region,yellow,ExACpLI,0.19198398,4
TPM3,Unaffected,start_lost,yellow,ExACpLI,0.19198398,4
UBAP2L,Unaffected,missense,greenyellow,ExACpLI,0.9999999,2
UBAP2L,Affected,frameshift,greenyellow,ExACpLI,0.9999999,2
ADAR,Affected,synonymous,greenyellow,ExACpLI,0.9075954,2
ADAR,Affected,frameshift,greenyellow,ExACpLI,0.9075954,2
ADAR,Affected,frameshift,greenyellow,ExACpLI,0.9075954,2
GBA,Unaffected,missense,greenyellow,ExACpLI,0.03404054,2
GBA,Affected,missense,greenyellow,ExACpLI,0.03404054,2
ARHGEF2,Affected,stop_gained,greenyellow,ExACpLI,0.99999326,2
ARHGEF2,Affected,missense,greenyellow,ExACpLI,0.99999326,2
ARHGEF2,Affected,missense,greenyellow,ExACpLI,0.99999326,2
ARHGEF2,Affected,missense,greenyellow,ExACpLI,0.99999326,2
ARHGEF2,Affected,missense,greenyellow,ExACpLI,0.99999326,2
ARHGEF2,Affected,stop_gained,greenyellow,ExACpLI,0.99999326,2
ARHGEF2,Unaffected,synonymous,greenyellow,ExACpLI,0.99999326,2
LMNA,Affected,missense,tan,ExACpLI,0.99344903,6
LMNA,Affected,synonymous,tan,ExACpLI,0.99344903,6
LMNA,Affected,synonymous,tan,ExACpLI,0.99344903,6
CCT3,Affected,missense,yellow,ExACpLI,0.99874544,4
BCAN,Affected,missense,tan,ExACpLI,0.003612125,6
BCAN,Affected,synonymous,tan,ExACpLI,0.003612125,6
BCAN,Affected,missense,tan,ExACpLI,0.003612125,6
NES,Affected,missense,magenta,ExACpLI,2.07E-05,1
NES,Unaffected,missense,magenta,ExACpLI,2.07E-05,1
CD1A,Affected,missense,greenyellow,ExACpLI,5.01E-17,2
CD1A,Unaffected,synonymous,greenyellow,ExACpLI,5.01E-17,2
CD1A,Affected,missense,greenyellow,ExACpLI,5.01E-17,2
TAGLN2,Affected,missense,black,ExACpLI,0.003290733,3
ATP1A2,Affected,missense,tan,ExACpLI,0.6002196,6
PEA15,Affected,missense,magenta,ExACpLI,0.69867915,1
COPA,Affected,missense,yellow,ExACpLI,1,4
NCSTN,Affected,synonymous,tan,ExACpLI,0.99998236,6
HSPA6,Affected,missense,yellow,ExACpLI,0.46129608,4
HSPA6,Affected,synonymous,yellow,ExACpLI,0.46129608,4
PBX1,Affected,frameshift,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,inframe_deletion,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,frameshift,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,missense,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,missense,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,missense,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,missense,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,synonymous,greenyellow,ExACpLI,0.9105821,2
PBX1,Affected,synonymous,greenyellow,ExACpLI,0.9105821,2
ALDH9A1,Affected,missense,black,ExACpLI,1.29E-05,3
CREG1,Unaffected,synonymous,greenyellow,ExACpLI,0.017079445,2
CREG1,Affected,missense,greenyellow,ExACpLI,0.017079445,2
PRDX6,Affected,stop_gained,greenyellow,ExACpLI,0.009989768,2
IER5,Affected,synonymous,greenyellow,ExACpLI,0.66626793,2
DHX9,Affected,frameshift,greenyellow,ExACpLI,1,2
DHX9,Affected,missense,greenyellow,ExACpLI,1,2
DHX9,Affected,missense,greenyellow,ExACpLI,1,2
DHX9,Affected,synonymous,greenyellow,ExACpLI,1,2
ARPC5,Unaffected,splice_acceptor,yellow,ExACpLI,0.772686,4
IVNS1ABP,Affected,missense,greenyellow,ExACpLI,0.99906576,2
TPR,Affected,missense,black,ExACpLI,1,3
TPR,Affected,synonymous,black,ExACpLI,1,3
TPR,Affected,missense,black,ExACpLI,1,3
TPR,Affected,missense,black,ExACpLI,1,3
PKP1,Unaffected,stop_gained,greenyellow,ExACpLI,0.004802364,2
PKP1,Affected,synonymous,greenyellow,ExACpLI,0.004802364,2
PKP1,Affected,missense,greenyellow,ExACpLI,0.004802364,2
PKP1,Affected,synonymous,greenyellow,ExACpLI,0.004802364,2
PKP1,Unaffected,missense,greenyellow,ExACpLI,0.004802364,2
IPO9,Unaffected,splice_region,yellow,ExACpLI,0.99999213,4
IPO9,Affected,missense,yellow,ExACpLI,0.99999213,4
IPO9,Affected,synonymous,yellow,ExACpLI,0.99999213,4
PIGR,Affected,missense,greenyellow,ExACpLI,0.6500957,2
PIGR,Affected,synonymous,greenyellow,ExACpLI,0.6500957,2
PIGR,Affected,missense,greenyellow,ExACpLI,0.6500957,2
PIGR,Affected,synonymous,greenyellow,ExACpLI,0.6500957,2
YOD1,Affected,missense,greenyellow,ExACpLI,0.5434013,2
YOD1,Affected,missense,greenyellow,ExACpLI,0.5434013,2
YOD1,Affected,synonymous,greenyellow,ExACpLI,0.5434013,2
YOD1,Affected,synonymous,greenyellow,ExACpLI,0.5434013,2
SLC30A1,Unaffected,missense,greenyellow,ExACpLI,0.91354436,2
CENPF,Unaffected,splice_region,black,ExACpLI,2.13E-25,3
CENPF,Affected,synonymous,black,ExACpLI,2.13E-25,3
BPNT1,Affected,missense,tan,ExACpLI,0.000218975,6
BROX,Affected,splice_region,tan,ExACpLI,2.48E-05,6
CAPN2,Unaffected,missense,greenyellow,ExACpLI,1.62E-11,2
CAPN2,Unaffected,splice_donor,greenyellow,ExACpLI,1.62E-11,2
LBR,Affected,missense,blue,ExACpLI,0.99702525,5
LBR,Affected,missense,blue,ExACpLI,0.99702525,5
LBR,Affected,missense,blue,ExACpLI,0.99702525,5
LBR,Affected,frameshift,blue,ExACpLI,0.99702525,5
PARP1,Unaffected,missense,magenta,ExACpLI,0.006996931,1
PARP1,Affected,missense,magenta,ExACpLI,0.006996931,1
ZBTB18,Affected,stop_gained,blue,ExACpLI,0.9701235,5
ZBTB18,Affected,missense,blue,ExACpLI,0.9701235,5
ZBTB18,Affected,synonymous,blue,ExACpLI,0.9701235,5
HNRNPU,Affected,missense,greenyellow,ExACpLI,0.9999033,2
HNRNPU,Affected,missense,greenyellow,ExACpLI,0.9999033,2
HNRNPU,Affected,inframe_deletion,greenyellow,ExACpLI,0.9999033,2
HNRNPU,Affected,stop_gained,greenyellow,ExACpLI,0.9999033,2
HNRNPU,Affected,missense,greenyellow,ExACpLI,0.9999033,2
SCCPDH,Unaffected,missense,tan,ExACpLI,0.011900703,6
ACP1,Affected,missense,black,ExACpLI,0.002207534,3
CPSF3,Affected,synonymous,greenyellow,ExACpLI,3.46E-05,2
CPSF3,Affected,missense,greenyellow,ExACpLI,3.46E-05,2
CPSF3,Affected,missense,greenyellow,ExACpLI,3.46E-05,2
CPSF3,Affected,missense,greenyellow,ExACpLI,3.46E-05,2
YWHAQ,Affected,synonymous,greenyellow,ExACpLI,0.87310773,2
RRM2,Affected,missense,black,ExACpLI,0.9682709,3
RRM2,Affected,missense,black,ExACpLI,0.9682709,3
PDIA6,Affected,missense,black,ExACpLI,0.12059109,3
DDX1,Unaffected,missense,blue,ExACpLI,0.9986066,5
DDX1,Affected,missense,blue,ExACpLI,0.9986066,5
APOB,Unaffected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,synonymous,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Unaffected,synonymous,greenyellow,ExACpLI,5.49E-16,2
APOB,Unaffected,frameshift,greenyellow,ExACpLI,5.49E-16,2
APOB,Unaffected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,synonymous,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
APOB,Affected,missense,greenyellow,ExACpLI,5.49E-16,2
PTRHD1,Unaffected,synonymous,tan,ExACpLI,9.18E-06,6
HADHA,Affected,missense,black,ExACpLI,0.015111331,3
HADHB,Affected,missense,black,ExACpLI,1.05E-07,3
HADHB,Affected,splice_region,black,ExACpLI,1.05E-07,3
HADHB,Affected,missense,black,ExACpLI,1.05E-07,3
DPYSL5,Affected,missense,blue,ExACpLI,0.9983321,5
PPM1G,Affected,inframe_deletion,yellow,ExACpLI,0.99601036,4
ZNF512,Unaffected,missense,blue,ExACpLI,0.949147,5
XDH,Unaffected,missense,greenyellow,ExACpLI,1.56E-13,2
XDH,Affected,missense,greenyellow,ExACpLI,1.56E-13,2
XDH,Unaffected,splice_region,greenyellow,ExACpLI,1.56E-13,2
XDH,Affected,missense,greenyellow,ExACpLI,1.56E-13,2
XDH,Unaffected,missense,greenyellow,ExACpLI,1.56E-13,2
HNRNPLL,Affected,missense,black,ExACpLI,0.005394388,3
HNRNPLL,Unaffected,missense,black,ExACpLI,0.005394388,3
HNRNPLL,Affected,synonymous,black,ExACpLI,0.005394388,3
SRSF7,Affected,missense,greenyellow,ExACpLI,0.99784195,2
EML4,Unaffected,missense,tan,ExACpLI,0.39113867,6
EML4,Affected,synonymous,tan,ExACpLI,0.39113867,6
LRPPRC,Affected,synonymous,tan,ExACpLI,0.000433778,6
LRPPRC,Affected,missense,tan,ExACpLI,0.000433778,6
LRPPRC,Unaffected,missense,tan,ExACpLI,0.000433778,6
MSH2,Affected,stop_gained,black,ExACpLI,0.8677256,3
MSH2,Affected,missense,black,ExACpLI,0.8677256,3
MSH2,Affected,inframe_deletion,black,ExACpLI,0.8677256,3
MSH2,Affected,frameshift,black,ExACpLI,0.8677256,3
SPTBN1,Unaffected,missense,tan,ExACpLI,1,6
