Gene,GRAVY_Score
RP11-382E9.1,-0.0688
SLC9A3P2,-0.0688
RP1-149A16.17,-0.0688
RP11-28P17.3,-0.0688
MED28P3,-0.0688
VENTXP4,-0.0688
RP11-405O10.2,-0.0688
CEACAMP7,-0.0688
CTAGE11P,-0.0688
AC007163.6,-0.0688
RP11-137L10.5,-0.0688
RP5-890O3.9,-0.0688
CEACAMP9,-0.0688
CTD-2090I13.3,-0.0688
HS1BP3-IT1,-0.0688
CTA-150C2.13,-0.0688
PAPPA-AS1,0.3794
NDUFA5P8,-0.0688
RP11-669M2.2,-0.0688
RP11-324C10.1,-0.0688
EPN2-AS1,-0.0688
RP11-311H10.4,-0.0688
SLC25A5P3,-0.0688
AC005017.2,-0.0688
RPL34P1,-0.0688
RP11-381O7.6,-0.0688
RP11-416K24.1,-0.0688
LINC00102,-0.0688
AC023115.4,-0.0688
SLC31A1P1,-0.0688
LL22NC03-22A12.12,-0.0688
PCNPP5,-0.0688
RP5-991C6.3,-0.0688
ZNF736P8Y,-0.0688
KRT18P38,-0.0688
ATPAF2,-0.6914
RPL21P135,-0.0688
EDRF1-AS1,-0.0688
RP1-7G5.6,-0.0688
UBBP3,-0.0688
AC084125.4,-0.0688
SPINT5P,-0.0688
AC016908.1,-0.0688
PHKG1P1,-0.0688
AC017006.2,-0.0688
USP9YP8,-0.0688
RP11-361F15.2,-0.0688
AC011322.1,-0.0688
RP3-471C18.1,-0.0688
UBE2Q1-AS1,-0.0688
CTD-2619J13.14,-0.0688
RP11-384P7.5,-0.0688
NANOGNBP1,-0.0688
DNM3-IT1,-0.0688
RPS18P1,-0.0688
AC087501.1,-0.0688
CNTN4-AS2,-0.0688
RP11-656D10.3,-0.0688
VN1R34P,-0.0688
RP11-814E24.3,-0.0688
RP11-746P2.3,-0.0688
RP4-660H19.1,-0.0688
VN1R48P,-0.0688
RP11-495P10.4,-0.0688
RBPJP2,-0.0688
RP11-117D22.2,-0.0688
XXyac-YX65C7_A.2,-0.0688
KB-318B8.7,-0.0688
SBSN,-0.4879
AC073072.7,-0.0688
RP11-12M5.4,-0.0688
RP3-347M6.1,-0.0688
VN2R19P,-0.0688
AL392086.1,-0.0688
RHEBP1,-0.0688
RP11-374A22.1,-0.0688
CT62,-0.7338
KDM4E,-0.5103
AC007919.19,-0.0688
ZNF652P1,-0.0688
RP11-533K9.3,-0.0688
OR7E109P,-0.0688
RAD1P2,-0.0688
RPL7AP38,-0.0688
CEACAMP5,-0.0688
RP11-432N13.3,-0.0688
SBF1P1,-0.0688
AC010744.1,-0.0688
RP4-785J1.1,-0.0688
HMGN1P32,-0.0688
CYCSP24,-0.0688
HDHD1P3,-0.0688
ANO7P1,-0.0688
ZNF146,-0.0688
RP5-1158E12.2,-0.0688
TPMTP4,-0.0688
AC159540.14,-0.0688
SUMO2P10,-0.0688
AURKAPS1,-0.0688
CT45A6,-0.7106
RP11-113E21.1,-0.0688
RPS11P7,-0.0688
AC097468.4,-0.0688
RP11-337C18.7,-0.0688
RP11-293F5.8,-0.0688
PABPC1P2,-0.0688
RP5-1049G16.4,-0.0688
CUBNP2,-0.0688
LINC00265-3P,-0.0688
MOGAT1,-0.0161
MTND6P13,-0.0688
ATP11A-AS1,-0.0688
HIGD1AP2,-0.0688
AC004837.3,-0.0688
RP4-620F22.3,-0.0688
CICP9,-0.0688
AL590639.1,-0.0688
RP11-141M1.1,-0.0688
POU5F1P5,-0.0688
AP000959.2,-0.0688
PROM1,0.0248
RP4-655J12.5,-0.0688
AC017006.3,-0.0688
KRT18P62,-0.0688
RP4-730D4.1,-0.0688
USP9YP12,-0.0688
EZR-AS1,-0.0688
RP11-334L9.1,-0.0688
RP11-331H2.4,-0.0688
PRDX3P3,-0.0688
LEMD1-AS1,-0.0688
PROSER2-AS1,-0.0688
RP11-421B23.2,-0.0688
BMS1P11,-0.0688
AC009262.2,-0.0688
RP11-388B24.4,-0.0688
RP11-96C23.14,-0.0688
RP11-4M23.7,-0.0688
EFCAB4A,-0.5259
RBMY2OP,-0.0688
AC025750.5,-0.0688
RP3-476K8.4,-0.0688
RP11-21J7.1,-0.0688
AC097463.1,-0.0688
XPOTP1,-0.0688
RP11-341G2.3,-0.0688
RPL17P1,-0.0688
ATP5G1P6,-0.0688
GAPDHP21,-0.0688
CNN2P3,-0.0688
RP1-309K20.6,-0.0219
MARK2P14,-0.0688
RP11-394G3.2,-0.0688
RP11-373A6.1,-0.0688
RP1-122K4.2,-0.0688
RP4-801G22.2,-0.0688
RP11-343N15.2,-0.0688
RPL35P9,-0.0688
RAC1P7,-0.0688
RP11-503C24.6,-0.0688
RP11-82L20.1,-0.0688
RP11-452J6.2,-0.0688
RP11-272P10.2,-0.0688
RP4-813D12.2,-0.0688
MTND1P1,-0.0688
RPSAP64,-0.0688
AC009237.17,-0.0688
UBE2V1P7,-0.0688
CYCSP41,-0.0688
NUS1P1,-0.0688
MORF4L1P4,-0.0688
ZNF90P3,-0.0688
RP11-274B21.3,-0.0688
RBMY2XP,-0.0688
RP11-391J2.3,-0.0688
HSPA7,-0.0688
RP11-97N19.2,-0.0688
MRPS31P2,-0.0688
CTD-2369P2.10,-0.0688
AC140076.1,-0.0688
AC073109.2,-0.0688
RP5-998H6.2,-0.0688
RP11-383G10.3,-0.0688
IGKV1OR2-2,-0.0688
CTD-2021A8.3,-0.0688
BX649597.3,-0.0688
AC007405.4,-0.0688
AC002486.2,-0.0688
SNX25P1,-0.0688
AC073325.1,-0.0688
RP13-483F6.1,-0.0688
AC006326.5,-0.0688
DBIL5P,-0.0688
RPL7AL3,-0.0688
AC084809.3,-0.0688
RP5-859D4.3,-0.0688
EIF2B5-IT1,-0.0688
OR52Y1P,-0.0688
AC007000.10,-0.0688
AC069363.1,-0.0688
AC073150.6,-0.0688
RP3-393K13.1,-0.0688
RP5-1048B16.1,-0.0688
AP000472.3,-0.0688
AC016738.4,-0.0688
RP4-614N24.1,-0.0688
CEACAM22P,-0.0688
RBMY2EP,-0.0688
RP11-5G18.2,-0.0688
RP5-1174J21.2,-0.0688
RP11-78A18.2,-0.0688
AC022201.4,-0.0688
COX4I1P2,-0.0688
RP11-390B4.3,-0.0688
RP11-187C18.5,-0.0688
RP11-316M21.7,-0.0688
CTB-1048E9.7,-0.0688
AC103563.9,-0.0688
PRDX2P4,-0.0688
CDY13P,-0.0688
AC116366.6,-0.0688
CDY23P,-0.0688
AC004951.6,-0.0688
RP5-905H7.3,-0.0688
SLC25A5P1,-0.0688
AC007386.2,-0.0688
RP11-442O18.2,-0.0688
RP11-572P18.2,-0.0688
RP11-11M20.2,-0.0688
AC010746.3,-0.0688
RP3-473B4.3,-0.0688
AC006196.1,-0.0688
RP11-25C19.3,-0.0688
RP11-164O23.7,-0.0688
MRPL35P2,-0.0688
RP11-179A7.2,-0.0688
RP3-510O8.4,-0.0688
AL050303.7,-0.0688
AC083862.1,0.0949
RP11-196D18.5,-0.0688
snoU13,-0.0688
PKMP5,-0.0688
AGPAT5P1,-0.0688
AP001442.2,-0.0688
NAP1L1P3,-0.0688
RP11-230B22.1,-0.0688
AC005534.8,-0.0688
AC013429.4,-0.0688
FAM215B,-0.0688
AC092669.1,-0.0688
AD000092.3,-0.0688
RP11-416O18.2,-0.0688
RP11-229P13.23,-0.0688
RP11-212P7.3,-0.0688
RP11-561B11.1,-0.0688
RP5-1165K10.2,-0.0688
RARRES2P3,-0.0688
LINC00885,-0.0688
RP11-65N13.6,-0.0688
RP11-678B3.2,-0.0688
SNORD109B,-0.0688
SCEL-AS1,-0.0688
AC073869.7,-0.0688
AC007163.3,-0.0688
AC016708.2,-0.0688
RPL36AP13,-0.0688
RP11-656D10.5,-0.0688
RNU6-893P,-0.0688
OR7E90P,-0.0688
RP11-230L22.4,-0.0688
RP11-187O7.1,-0.0688
AC004129.7,-0.0688
KCNC4-AS1,-0.0688
RP11-305L7.3,-0.0688
RPS20P24,-0.0688
RNU7-76P,-0.0688
AL162431.1,0.5464
RP11-85O21.2,-0.0688
RP11-370B6.1,-0.0688
RP11-84A14.5,-0.0688
AP006216.5,-0.0688
RP3-481F12.1,-0.0688
RNU7-59P,-0.0688
CEACAMP4,-0.0688
RP11-331F9.3,-0.0688
RN7SKP198,-0.0688
RPL7P32,-0.0688
RN7SL420P,-0.0688
SNORD121A,-0.0688
RP11-379F4.1,-0.0688
RN7SL8P,-0.0688
HLA-J,-0.0688
CHKB-CPT1B,-0.0688
RP4-651E10.4,-0.0688
AC098820.2,-0.0688
AP001340.1,-0.0688
RP11-451G4.1,-0.0688
PRICKLE2-AS1,-0.0688
RP1-81D8.4,-0.0688
RP11-874G11.1,-0.0688
USP17L15,-0.5462
RP11-501O2.4,-0.0688
MEIS1-AS3,-0.0688
RNA5SP57,-0.0688
RP11-108M9.5,-0.0688
CTA-992D9.6,-0.0688
RN7SL100P,-0.0688
AP000705.6,-0.0688
TXNP3,-0.0688
HOXB-AS4,-0.0688
AC114788.2,-0.0688
AP001619.3,-0.0688
RPL36AP43,-0.0688
RPL30P15,-0.0688
TCEAL4P1,-0.0688
UGT1A11P,-0.0688
CTD-2301A4.3,-0.0688
HMGB1P15,-0.0688
HIGD1AP8,-0.0688
RP11-731C17.1,-0.0688
FABP5P7,-0.0688
SNORD126,-0.0688
AC110620.2,-0.0688
RPS4XP19,-0.0688
RP11-35J23.1,-0.0688
AC068587.2,-0.0688
SIGLEC30P,-0.0688
RNU6-300P,-0.0688
HNRNPRP1,-0.0688
PABPC5-AS1,-0.0688
RNU7-38P,-0.0688
ZNF853,-1.0841
RP4-800M22.4,-0.0688
USP9YP25,-0.0688
RP11-300M24.1,-0.0688
CTSLP3,-0.0688
TRIM60P19,-0.0688
AC098789.1,-0.0688
CLDN25,0.5568
FAM25G,-0.0688
AC007250.4,-0.0688
AC012493.1,-0.0688
SLC22A20,-0.0688
KB-67B5.12,-0.0688
STEAP3-AS1,-0.0688
LINC01036,-0.0688
AC016737.1,-0.0688
AC006947.1,-0.0688
RP3-486I3.5,-0.0688
RP11-323K10.1,-0.0688
OR2A1-AS1,-0.0688
KRT16P4,-0.0688
COX7BP1,-0.0688
HS6ST2-AS1,-0.0688
FAM95B1,-0.0688
RP11-3J10.7,-0.0688
LINC00960,-0.0688
RN7SL151P,-0.0688
RP11-444P10.1,-0.0688
ELL2P3,-0.0688
RP4-799P18.4,-0.0688
SLC25A15P1,-0.0688
RP11-513G11.3,-0.0688
BTF3P5,-0.0688
IGKV2D-24,-0.0475
AC090841.1,-0.0688
RP11-360A18.1,-0.0688
LDHBP1,-0.0688
BPIFB5P,-0.0688
AC021021.1,-0.0688
AC004967.7,-0.0688
RPL32P14,-0.0688
RP11-84O12.2,-0.0688
RPL23AP23,-0.0688
RP11-734K21.2,-0.0688
BX842568.2,-0.0688
RP11-232A1.2,-0.0688
FTH1P22,-0.0688
RP1-84O15.1,-0.0688
RP4-545C24.5,-0.0688
RFC3P1,-0.0688
RN7SL19P,-0.0688
SNORA59A,-0.0688
RNU7-56P,-0.0688
RP5-905H7.7,-0.0688
LINC01053,-0.0688
IGHJ3,0.2625
RNU7-80P,-0.0688
GMDS-AS1,-0.0688
CTC-209L16.1,-0.0688
RP11-47G11.2,-0.0688
AC020595.1,-0.0688
RPS7P10,-0.0688
RP11-370K11.1,-0.0688
RP11-439K3.3,-0.0688
AC010468.1,-0.0688
RP5-971N18.3,-0.0688
MEG8,-0.0688
RNU6-717P,-0.0688
RP11-142A5.1,-0.0688
SNX18P26,-0.0688
RP11-1070N10.6,-0.0688
RP11-451B8.1,-0.0688
AC103563.4,-0.0688
GAPDHP28,-0.0688
AC018685.2,-0.0688
AP003774.6,-0.0688
DEFT1P2,-0.0688
AL023583.1,-0.0688
RP11-121C1.1,-0.0688
AC008122.1,-0.0688
GS1-278J22.1,-0.0688
RP11-8P13.1,-0.0688
ANKRD26P3,-0.0688
RP4-604G5.1,-0.0688
SMKR1,-1.0405
RP11-744O11.2,-0.0688
RP11-380D15.2,-0.0688
RP1-131F15.2,-0.0688
CHIAP1,-0.0688
AC104634.3,-0.0688
CTD-3141N22.1,-0.0688
RN7SL213P,-0.0688
AC020900.1,-0.0688
TRNAI2,-0.0688
RP11-492I2.1,-0.0688
LRRC37A12P,-0.0688
RP11-62C3.6,-0.0688
RPS26P52,-0.0688
AP000696.2,-0.0688
SEPT7P3,-0.0688
SNORD124,-0.0688
COX5BP3,-0.0688
TTLL7-IT1,-0.0688
AL117380.1,-0.0688
AC016753.7,-0.0688
RPS18P13,-0.0688
RP11-863K10.4,-0.0688
DAP3P2,-0.0688
GS1-256O22.1,-0.0688
RP11-392A23.4,-0.0688
RP11-152L7.2,-0.0688
AC083899.3,-0.0688
CDY3P,-0.0688
RP11-556N21.1,-0.0688
RP11-373D7.1,-0.0688
AC013470.8,-0.0688
FAM195B,-0.0688
RP11-480I12.7,-0.0688
SNX18P8,-0.0688
NHS-AS1,-0.0688
FGFR3P6,-0.0688
AC108059.1,-0.0688
RPL23AP2,-0.0688
MYB-AS1,-0.0688
AC133680.1,-0.0688
AC011225.1,-0.0688
RPL23AP62,-0.0688
LINC00332,-0.0688
RP11-329N22.1,-0.0688
MIR2110,-0.0688
NECAP1P2,-0.0688
LINC01072,-0.0688
AL022341.3,-0.0688
RP11-74C3.1,-0.0688
MRPL42P4,-0.0688
RP11-54O7.11,-0.0688
RNU7-90P,-0.0688
snoU109,-0.0688
RP11-442O18.1,-0.0688
RP4-673D20.5,-0.0688
NDUFAF4P4,-0.0688
RNU7-62P,-0.0688
RP4-742N3.1,-0.0688
SLC25A38P1,-0.0688
AC002117.1,-0.0688
RP11-763B22.4,-0.0688
RNU7-196P,-0.0688
RP1-69M21.2,-0.0688
VIPR1-AS1,-0.0688
RP11-510N19.3,-0.0688
RP5-884G6.2,-0.0688
RNU7-186P,-0.0688
RNASEH2B-AS1,-0.0688
RP11-521J24.1,-0.0688
AC023818.1,-0.0688
UNC5C,-0.1913
AC018892.3,-0.0688
AC016700.2,-0.0688
SEC22B,-0.1819
TBL1XR1-AS1,-0.0688
RP11-353J17.3,-0.0688
RNU7-23P,-0.0688
AC008154.5,-0.0688
RP11-64D22.2,-0.0688
AC010729.1,-0.0688
RN7SL395P,-0.0688
RP6-149D17.1,-0.0688
RP11-354H21.2,-0.0688
MTND4P1,-0.0688
NPM1P8,-0.0688
AC005105.2,-0.0688
RP11-157P1.5,-0.0688
GRPEL2P1,-0.0688
RPL5P13,-0.0688
RN7SL610P,-0.0688
LMOD2,-0.9994
RP11-29H23.4,-0.0688
AC107622.1,-0.0688
GAPDHP53,-0.0688
SCDP1,-0.0688
RP11-690D19.1,-0.0688
RPS20P4,-0.0688
CCNB1IP1P3,-0.0688
RASA3-IT1,-0.0688
AP005019.3,-0.0688
RN7SL856P,-0.0688
RN7SL120P,-0.0688
PARP14,-0.7290
AC009477.7,-0.0688
SNX18P6,-0.0688
AL109763.1,-0.0688
AC124861.1,-0.0688
RNU7-87P,-0.0688
IGHV3-64,0.0500
AC010987.6,-0.0688
COX20P2,-0.0688
AL592183.2,-0.0688
CTSLP6,-0.0688
RP5-842K16.1,-0.0688
OR13C1P,-0.0688
ZNF888,-0.0688
TRBV2,-0.2663
AC004692.4,-0.0688
WDR86-AS1,-0.0688
AP000688.8,-0.0688
PFN1P10,-0.0688
MTND1P12,-0.0688
RP11-541P9.3,-0.0688
RP11-495P10.3,-0.0688
PHBP9,-0.0688
RP11-12D5.4,-0.0688
CDC42P1,-0.0688
RNU7-145P,-0.0688
LINC01056,-0.0688
ACTG1P9,-0.0688
AC024569.1,-0.0688
RP11-768G7.2,-0.0688
SNORA84,-0.0688
ATP5A1P6,-0.0688
PET100,-0.0824
ANKRD26P4,-0.0688
DNAJC19P8,-0.0688
RNU7-21P,-0.0688
RP11-205K6.1,-0.0688
SIDT1-AS1,-0.0688
RPS8P3,-0.0688
AC055876.2,-0.0688
ABHD14A-ACY1,-0.0688
RNU7-187P,-0.0688
RP11-753E22.3,-0.0688
RP11-91K11.2,-0.0688
CTA-747E2.10,-0.0688
ELOVL2-AS1,-0.0688
OR9M1P,-0.0688
RP11-657O9.1,-0.0688
RP1-67K17.4,-0.0688
CTC-512J14.1,-0.0688
AC116345.1,-0.0688
RP13-16H11.7,-0.0688
AC174470.1,-0.4726
AC114755.3,-0.0688
LINC01075,-0.0688
RP11-400G3.3,-0.0688
U2,-0.0688
IGHD6-6,-1.3333
RP11-740N7.4,-0.0688
IFNA22P,-0.0688
AF013593.1,-0.0688
RP11-548K12.3,-0.0688
TUBB8P8,-0.0688
SNX18P7,-0.0688
SNORD123,-0.0688
RP11-475O23.3,-0.0688
RP11-472D17.4,-0.0688
RP11-561N12.4,-0.0688
RP11-397D12.4,-0.0688
FTLP15,-0.0688
RP11-114M1.2,-0.0688
AC055764.1,-0.0688
ASH1L-AS1,-0.0688
AC006000.5,-0.0688
ST13P21,-0.0688
TRGVB,-0.0688
RP11-102N11.1,-0.0688
RP11-95P13.2,-0.0688
RP11-192C21.1,-0.0688
RP11-325F22.5,-0.0688
AC008706.1,-0.0688
AL161626.1,-0.0688
GLUD1P8,-0.0688
AC092048.1,-0.0688
AL391261.1,-0.0688
RP11-488L4.1,-0.0688
KRT18P26,-0.0688
AL162430.2,-0.0688
IL20RB-AS1,-0.0688
RNF19BPY,-0.0688
CU463998.3,-0.0688
RP11-81N13.1,-0.0688
LINC00877,-0.0688
AC068279.2,-0.0688
RP11-361K17.2,-0.0688
RP11-15B24.5,-0.0688
SNRPFP4,-0.0688
LINC00879,-0.0688
RP11-401A10.2,-0.0688
AC007395.3,-0.0688
RP11-535K18.2,-0.0688
RP11-135A1.3,-0.0688
RP1-215K18.4,-0.0688
RP11-264E18.1,-0.0688
CTA-31J9.2,-0.0688
RNU7-19P,-0.0688
ST7-AS1,-0.0688
AC004471.9,-0.0688
MT1DP,-0.0688
RP11-298O21.6,-0.0688
SNX19P2,-0.0688
L29074.3,-0.0688
BMS1P6,-0.0688
CXorf51A,-0.0688
RNU6-420P,-0.0688
UBA52P5,-0.0688
RAD23BLP,-0.0688
SERBP1P3,-0.0688
OR7E7P,-0.0688
AC097493.1,-0.0688
TRAM2-AS1,-0.0688
RP11-222O23.1,-0.0688
RP11-62C3.8,-0.0688
RN7SL695P,-0.0688
RP11-126K1.6,-0.0688
RPS3P1,-0.0688
TMPRSS11CP,-0.0688
ETV5-AS1,-0.0688
RPL21P122,-0.0688
CECR9,-0.0688
RNU6-329P,-0.0688
RP11-445N18.3,-0.0688
RP11-190J1.3,-0.0688
MARK2P10,-0.0688
LL0XNC01-105G4.3,-0.0688
AC125421.1,-0.0688
AC009677.1,-0.0688
RNU7-141P,-0.0688
RN7SL380P,-0.0688
RP4-603I14.3,-0.0688
CT47A11,-0.7219
MEF2BNB,-0.5362
RP3-327A19.5,-0.0688
RP4-800G7.1,-0.0688
IGKV1OR22-5,-0.0688
AF129075.5,-0.0688
RP11-181F12.1,-0.0688
CT476828.2,-0.0688
TPT1P1,-0.0688
AC073055.2,-0.0688
RNU7-148P,-0.0688
AF196972.4,-0.0688
TP53AIP1,-0.1960
CAPNS2,-0.3839
AC090955.5,-0.0688
PPIAP27,-0.0688
RP11-248D7.2,-0.0688
RP11-269M20.1,-0.0688
CST12P,-0.0688
USP17L11,-0.5455
RP11-39K24.13,-0.0688
AP001471.1,-0.0688
RN7SL372P,-0.0688
AC092798.2,-0.0688
RP11-505C13.1,-0.0688
RN7SL870P,-0.0688
RNU7-46P,-0.0688
TPT1P6,-0.0688
OR2AF1P,-0.0688
ST3GAL6-AS1,-0.0688
NR1H5P,-0.0688
RNU7-96P,-0.0688
OR5BH1P,-0.0688
PHBP12,-0.0688
AC007386.3,-0.0688
DNAJC19P1,-0.0688
AL031905.1,-0.0688
RP11-740P5.2,-0.0688
MIR2053,-0.0688
EIF3LP2,-0.0688
RP5-991C6.4,-0.0688
RP11-3N2.9,-0.0688
RNU7-67P,-0.0688
LINC00533,-0.0688
RP1-149A16.16,-0.0688
RNU7-74P,-0.0688
AC006455.1,-0.6108
RNU7-167P,-0.0688
PNMA6A,-0.2491
ATG12P2,-0.0688
AC099757.1,-0.0688
RP11-370B11.1,-0.0688
RP11-85F14.5,-0.0688
RP11-426L16.7,-0.0688
RPS27P12,-0.0688
RP11-615J4.4,-0.0688
MRPL35P4,-0.0688
TRBV21-1,-0.0688
PPIAP16,-0.0688
RP11-134G8.7,-0.0688
RN7SL93P,-0.0688
PFN1P12,-0.0688
RNU7-50P,-0.0688
RN7SL683P,-0.0688
AC009492.1,-0.0688
RP11-127L21.1,-0.0688
RP13-444K19.1,-0.0688
AC005042.3,-0.0688
RP11-90C4.2,-0.0688
RP11-274B21.5,-0.0688
IL12A-AS1,-0.0688
NXT1P1,-0.0688
AC019084.7,-0.0688
YRDCP3,-0.0688
PSMB3P2,-0.0688
RP11-433J20.2,-0.0688
RP5-1189K21.2,-0.0688
AC010878.3,-0.0688
TMEM97P1,-0.0688
AC019131.1,-0.0688
RP11-344H11.5,-0.0688
SLC9A3P3,-0.0688
AC005224.2,-0.0688
RP3-331H24.4,-0.0688
RP11-417D4.1,-0.0688
RP11-217B7.3,-0.0688
AGAP9,-0.4996
LINC00374,-0.0688
RN7SL443P,-0.0688
PTGER4P3,-0.0688
AC013248.2,-0.0688
AL591856.3,-0.0688
SUCLA2P3,-0.0688
RP11-403I13.6,-0.0688
RPLP0P1,-0.0688
AC215219.1,-0.0688
AL592183.4,-0.0688
HOXB-AS2,-0.0688
MTND3P4,-0.0688
OSTCP1,-0.0688
AC005008.3,-0.0688
SRGAP2B,-0.0688
RP11-136B18.1,-0.0688
AC019080.1,-0.0688
HOMER2P1,-0.0688
PHKG1P2,-0.0688
PATE4,-0.3271
CTSLP1,-0.0688
RP11-479O17.7,-0.0688
MEMO1P4,-0.0688
AC099344.3,-0.0688
RN7SL256P,-0.0688
PRSS3P3,-0.0688
SLC22A18AS,-0.3719
RNU6-261P,-0.0688
ZSWIM8-AS1,-0.0688
MTND5P30,-0.0688
RP5-881L22.6,-0.0688
CEP164P1,-0.0688
LINC00370,-0.0688
LL22NC03-86G7.1,-0.0688
RP11-63K6.7,-0.0688
FMO10P,-0.0688
RP11-71H9.1,-0.0688
AC003986.5,-0.0688
RPLP1P11,-0.0688
RPL12P39,-0.0688
RPL21P134,-0.0688
RP11-763B22.6,-0.0688
MTCO3P2,-0.0688
AL158147.1,-0.0688
RP11-306I1.2,-0.0688
RP11-468H14.1,-0.0688
RP11-327I22.6,-0.0688
RPS27AP3,-0.0688
MIR1976,-0.0688
HNRNPCP10,-0.0688
RP11-598C10.2,-0.0688
RP11-197P3.4,-0.0688
RP1-228P16.1,-0.0688
RP3-497J21.1,-0.0688
RP11-456P18.2,-0.0688
RNU7-173P,-0.0688
RN7SL706P,-0.0688
CLCP1,-0.0688
AC007040.11,0.6589
RNA5SP58,-0.0688
RP11-195C7.1,-0.0688
RP11-292E2.4,-0.0688
RP11-441M10.1,-0.0688
OR2A15P,-0.0688
AC009121.1,-0.0688
RP11-972K6.1,-0.0688
HMGN2P28,-0.0688
PSMC1P3,-0.0688
TLK1P1,-0.0688
RNU7-27P,-0.0688
AL589947.1,-0.0688
POLR2CP,-0.0688
LL22NC03-22A12.9,-0.0688
HNRNPA1P43,-0.0688
AC103563.3,-0.0688
AL359955.1,-0.0688
RN7SL181P,-0.0688
CTB-47B8.1,-0.0688
CTGLF10P,-0.0688
SNORD108,-0.0688
C2CD4D,-0.4023
RP11-563D10.1,-0.0688
AP001464.4,-0.0688
PPIAP28,-0.0688
RP11-548N1.1,-0.0688
RP11-553D4.2,-0.0688
RP5-1100I6.1,-0.0688
RN7SL761P,-0.0688
MIR2113,-0.0688
RP11-379K17.9,-0.0688
RPL7P15,-0.0688
ANKRD20A14P,-0.0688
AC018712.2,-0.0688
CTD-2583A14.1,-0.0688
CROCCP4,-0.0688
Z99756.1,-0.0688
SNORD2,-0.0688
RP3-380B8.4,-0.0688
RANP2,-0.0688
RP11-290L7.2,-0.0688
RNU7-171P,-0.0688
RP11-536P6.3,-0.0688
TDGF1P6,-0.0688
MED28P8,-0.0688
AC098824.6,-0.0688
FLYWCH1P1,-0.0688
RP11-520D19.2,-0.0688
GS1-421I3.2,-0.0688
RPL29P12,-0.0688
RP11-552J9.13,-0.0688
CTA-221G9.7,-0.0688
MIR1299,-0.0688
RN7SL43P,-0.0688
RP11-329E24.6,-0.0688
RP13-926M18.1,-0.0688
RP11-472G23.10,-0.0688
RP11-101P17.11,-0.0688
RP11-768G7.1,-0.0688
RP11-298O21.5,-0.0688
IGHD1-1,-0.6000
RNU7-55P,-0.0688
RNU7-57P,-0.0688
IGKV1D-27,-0.0688
SNORD19B,-0.0688
SCARNA10,-0.0688
WEE2-AS1,-0.0688
AC104135.4,-0.0688
RPS20P20,-0.0688
RP11-32F11.2,-0.0688
LA16c-431H6.6,-0.6802
RP11-545I5.3,-0.0688
VN2R4P,-0.0688
RNU7-85P,-0.0688
AC004070.1,-0.0688
RPS3AP41,-0.0688
RP11-342F21.1,-0.0688
AC079896.1,-0.0688
RP11-133O22.6,-0.0688
AC100756.1,-0.0688
RP5-897D18.1,-0.0688
RP11-575B7.3,-0.0688
PNPT1P2,-0.0688
RN7SL788P,-0.0688
RP5-988G17.1,-0.0688
RP11-40F8.2,-0.0688
SULT1D1P,-0.0688
RP11-342M3.1,-0.0688
CTD-2522E6.4,-0.0688
RNU7-180P,-0.0688
RP1-125I3.4,-0.0688
RP4-533D7.5,-0.0688
CALM1P2,-0.0688
EFCAB10,-0.3046
ZNF623,-0.7896
AC005237.4,-0.0688
AC019118.4,-0.0688
RNU7-107P,-0.0688
SLMO2P1,-0.0688
RP11-172F4.2,-0.0688
RN7SL331P,-0.0688
RP11-177F11.1,-0.0688
AC108039.1,-0.0688
RN7SL492P,-0.0688
RP11-433J20.1,-0.0688
RP11-572M11.4,-0.0688
UGT2A2,0.0112
RP5-937E21.1,-0.0688
SNORD5,-0.0688
RP11-123K19.2,-0.0688
RP11-341B24.3,-0.0688
NDUFA12P1,-0.0688
RN7SL172P,-0.0688
NACAD,-0.4446
SCARNA12,-0.0688
RP11-485B17.3,-0.0688
RNU7-165P,-0.0688
RPL36AP55,-0.0688
RP11-103G8.2,-0.0688
AC104451.2,-0.0688
AC009065.1,-0.2309
RP11-204P2.3,-0.0688
GPR42,0.4228
RPL23AP3,-0.0688
OR2M3,0.6949
AC067940.1,-0.0688
TMEM212-IT1,-0.0688
AC006133.3,-0.0688
ZNF32-AS1,-0.0688
AC012668.3,-0.0688
RP11-490H9.1,-0.0688
RP3-460G2.2,-0.0688
PFN1P6,-0.0688
AGBL4-IT1,-0.0688
EIF4A2P4,-0.0688
RP11-359N11.1,-0.0688
AC108462.1,-0.0688
RP11-1396O13.1,-0.0688
TIPARP-AS1,-0.0688
RP11-420H19.3,-0.0688
RP11-62L10.1,-0.0688
RP11-12A2.3,-0.0688
LINC00635,-0.0688
RNU7-152P,-0.0688
RP11-24H1.1,-0.0688
AC073597.1,-0.0688
RP11-690I21.1,-0.0688
RNU7-164P,-0.0688
RP11-59J16.1,-0.0688
CACYBPP2,-0.0688
RP11-216L13.17,-0.4580
RP11-497K15.1,-0.0688
TULP3P1,-0.0688
RPL31P57,-0.0688
CICP12,-0.0688
ENPP7P2,-0.0688
ACA64,-0.0688
BX276092.3,-0.0688
SMCR2,-0.0688
RP11-552J9.15,-0.0688
AL732479.1,-0.0688
RP1-300I2.2,-0.0688
RP13-650G11.1,-0.0688
AC114813.1,-0.0688
FAM86DP,-0.0688
RP11-338C15.2,-0.0688
AC135178.7,-0.0688
RBMY2HP,-0.0688
GMCL1P1,-0.0688
RPS7P7,-0.0688
AC007389.1,-0.0688
